iter	MultiClass
222	0.0006655376698
223	0.0006621537139
224	0.0006588101085
225	0.0006555060894
226	0.000652240912
227	0.0006490138507
228	0.0006458241981
229	0.0006426712646
230	0.000639554378
231	0.0006364728825
232	0.0006334261386
233	0.0006304135225
234	0.0006274344254
235	0.0006244882533
236	0.0006215744267
237	0.0006186923795
238	0.0006158415595
239	0.0006130214272
240	0.0006102314559
241	0.0006074711311
242	0.0006047399503
243	0.0006020374225
244	0.0005993630679
245	0.0005967164179
246	0.0005940970142
247	0.0005915044089
248	0.0005889381641
249	0.0005863978517
250	0.0005838830531
251	0.0005813933587
252	0.000578928368
253	0.0005764876893
254	0.0005740709391
255	0.0005716777424
256	0.0005693077321
257	0.0005669605489
258	0.000564635841
259	0.0005623332642
260	0.0005600524813
261	0.0005577931623
262	0.0005555549838
263	0.0005533376293
264	0.0005511407885
265	0.0005489641576
266	0.0005468074389
267	0.0005446703407
268	0.0005425525772
269	0.000540453868
270	0.0005383739387
271	0.00053631252
272	0.000534269348
273	0.000532019642
274	0.0005300138943
275	0.0005280256121
276	0.0005260545515
277	0.0005241004735
278	0.0005221631434
279	0.0005202423311
280	0.0005183378108
281	0.0005164493608
282	0.0005145767638
283	0.0005127198063
284	0.0005106713917
285	0.0005088465879
286	0.0005070367899
287	0.0005052417997
288	0.0005034614229
289	0.0005016954687
290	0.0004999437495
291	0.0004982060813
292	0.0004964822832
293	0.0004947721775
294	0.0004930755897
295	0.0004913923483
296	0.0004897222849
297	0.0004880652339
298	0.0004862360953
299	0.0004846058526
300	0.000482988129
301	0.0004813827702
302	0.0004797896244
303	0.0004782085426
304	0.000476639378
305	0.0004750819866
306	0.0004735362265
307	0.0004719046846
308	0.0004703825869
309	0.0004688716982
310	0.0004673718862
311	0.0004658830204
312	0.0004644233116
313	0.0004629553707
314	0.0004614980074
315	0.0004600510992
316	0.0004586145259
317	0.0004571881688
318	0.0004557719115
319	0.0004543656391
320	0.0004529692387
321	0.0004515825989
322	0.0004502056104
323	0.0004488381654
324	0.0004474801576
325	0.0004461314826
326	0.0004447920374
327	0.0004434617207
328	0.0004421404326
329	0.0004408280749
330	0.0004395245507
331	0.0004382297645
332	0.0004369614365
333	0.0004356836614
334	0.0004344143491
335	0.0004331534096
336	0.0004319007544
337	0.0004306562961
338	0.0004294199488
339	0.0004281916276
340	0.0004269712489
341	0.0004257587305
342	0.000424553991
343	0.0004233569506
344	0.0004221675302
345	0.0004209856521
346	0.0004198112396
347	0.0004186442171
348	0.0004174845101
349	0.000416332045
350	0.0004151867494
351	0.0004140485517
352	0.0004129173814
353	0.0004117931691
354	0.000410675846
355	0.0004095653446
356	0.0004083162816
357	0.0004070582255
358	0.0004059694963
359	0.0004048873117
360	0.0004038116088
361	0.0004027423253
362	0.0004016793998
363	0.0004006227718
364	0.0003995723816
365	0.0003985281701
366	0.0003974900791
367	0.0003963393543
368	0.0003953139783
369	0.0003942945473
370	0.0003932810059
371	0.0003922732997
372	0.0003912713749
373	0.0003902751785
374	0.0003892846579
375	0.0003882997614
376	0.0003873204379
377	0.000386346637
378	0.0003853783088
379	0.000384415404
380	0.0003834578741
381	0.0003825056711
382	0.0003815587476
383	0.0003806170567
384	0.0003796805521
385	0.0003787491883
386	0.00037782292
387	0.0003769017028
388	0.0003759302587
389	0.0003750193538
390	0.000374113366
391	0.0003732122529
392	0.0003723159725
393	0.0003713153076
394	0.0003703242541
395	0.0003694432749
396	0.0003685669573
397	0.000367695262
398	0.00036682815
399	0.0003659655827
400	0.0003651075223
401	0.0003642539309
402	0.0003634047715
403	0.0003625600073
404	0.000361719602
405	0.0003608835197
406	0.0003600517247
407	0.0003592241822
408	0.0003584008573
409	0.0003575817157
410	0.0003567667236
411	0.0003559558473
412	0.0003551490537
413	0.0003543463099
414	0.0003535475837
415	0.0003526342973
416	0.000351844078
417	0.0003510577768
418	0.0003502753625
419	0.0003494968046
420	0.0003487220727
421	0.0003479511369
422	0.0003471839675
423	0.0003464205351
424	0.0003456608107
425	0.0003449047657
426	0.0003441523717
427	0.0003434036004
428	0.0003426584242
429	0.0003419069356
430	0.0003411689269
431	0.000340434431
432	0.0003397034214
433	0.000338858887
434	0.0003381352813
435	0.0003374150799
436	0.0003366982573
437	0.0003359847883
438	0.0003352565285
439	0.0003345497225
440	0.000333846196
441	0.0003331459247
442	0.0003324397611
443	0.0003317459818
444	0.000331055386
445	0.0003303679506
446	0.0003296836524
447	0.0003288977028
448	0.0003282200746
449	0.0003275455129
450	0.0003268739956
451	0.0003262055007
452	0.0003255400067
453	0.0003248774922
454	0.0003242179359
455	0.0003235613169
456	0.0003229076143
457	0.0003222568076
458	0.0003216005372
459	0.0003209555079
460	0.0003203133135
461	0.0003196739343
462	0.0003189395687
463	0.0003183061771
464	0.0003176755396
465	0.0003169538947
466	0.000316329102
467	0.0003157070043
468	0.000315087583
469	0.0003144708198
470	0.0003138212531
471	0.0003132099245
472	0.0003126011988
473	0.0003119950587
474	0.0003113914865
475	0.0003107904651
476	0.0003101919774
477	0.0003095960064
478	0.0003090025353
479	0.0003084115475
480	0.0003078230266
481	0.0003071495084
482	0.0003065662253
483	0.0003059853582
484	0.0003054068912
485	0.0003047918207
486	0.0003042182649
487	0.0003036470616
488	0.0003030781953
489	0.000302511651
490	0.0003019474137
491	0.0003013854684
492	0.0003008258004
493	0.0003002683951
494	0.0002997132379
495	0.0002991603146
496	0.0002985738404
497	0.0002980254846
498	0.0002974793195
499	0.0002969353311
500	0.0002963935057
501	0.0002958538298
502	0.0002953162897
503	0.0002947808722
504	0.0002942475639
505	0.0002937163517
506	0.0002931872226
507	0.0002926601636
508	0.000292135162
509	0.000291612205
510	0.00029109128
511	0.0002905723745
512	0.0002900554763
513	0.0002895405728
514	0.0002890276521
515	0.0002885167021
516	0.0002879747615
517	0.0002874678426
518	0.0002869628579
519	0.0002864597958
520	0.000285849327
521	0.0002853504232
522	0.0002848534059
523	0.000284337539
524	0.0002838443568
525	0.000283087789
526	0.0002825992728
527	0.00028211643
528	0.0002816315276
529	0.0002811484286
530	0.0002806671224
531	0.0002801875986
532	0.0002797098466
533	0.0002792338563
534	0.0002787596172
535	0.0002782871193
536	0.0002778163524
537	0.0002772774758
538	0.0002768103892
539	0.0002763450024
540	0.0002758553416
541	0.0002753934317
542	0.0002749331918
543	0.0002744746126
544	0.0002740176845
545	0.0002734947769
546	0.0002730447939
547	0.0002725929765
548	0.0002721427722
549	0.0002716941717
550	0.000271247166
551	0.0002708017463
552	0.0002703579037
553	0.0002698501327
554	0.0002694096424
555	0.0002689707017
556	0.0002685333021
557	0.000268097435
558	0.0002676630919
559	0.0002672302646
560	0.0002667337488
561	0.0002663041487
562	0.0002658760383
563	0.0002654494094
564	0.0002650273543
565	0.0002646036456
566	0.0002641813945
567	0.0002637605931
568	0.0002633412337
569	0.0002629233084
570	0.0002624521625
571	0.000262032427
572	0.0002615727171
573	0.0002610988056
574	0.0002606884864
575	0.000260279553
576	0.000259871998
577	0.0002594658141
578	0.0002590609942
579	0.0002586575309
580	0.0002582554171
581	0.0002578546458
582	0.0002574086976
583	0.0002570107386
584	0.0002566141003
585	0.0002562187758
586	0.0002558247583
587	0.0002554148295
588	0.0002550234462
589	0.0002546333495
590	0.0002542445327
591	0.0002538569893
592	0.000253455283
593	0.0002530125842
594	0.000252629066
595	0.0002522467938
596	0.0002518657614
597	0.0002514859625
598	0.0002510507746
599	0.000250673601
600	0.0002502976414
601	0.0002499228895
602	0.0002495493392
603	0.0002491769845
604	0.0002488058194
605	0.000248435838
606	0.0002480132692
607	0.0002476458024
608	0.0002472795008
609	0.0002469143586
610	0.000246549407
611	0.0002461865665
612	0.0002458248681
613	0.0002454643063
614	0.0002451048756
615	0.0002447465702
616	0.0002443893848
617	0.0002440333137
618	0.0002436783516
619	0.0002433244931
620	0.0002429717326
621	0.0002426200651
622	0.000242269485
623	0.0002418679125
624	0.0002415196473
625	0.0002411724531
626	0.0002408263248
627	0.0002404812573
628	0.0002401372455
629	0.0002397942843
630	0.0002394523687
631	0.0002391114936
632	0.0002387716542
633	0.0002384328455
634	0.0002380950626
635	0.0002377583006
636	0.0002374225547
637	0.0002370380141
638	0.0002366599949
639	0.0002363146198
640	0.0002359832115
641	0.0002356527941
642	0.0002353244329
643	0.0002349959761
644	0.0002346684963
645	0.0002343383779
646	0.000233964493
647	0.0002336044888
648	0.0002332811234
649	0.0002329587115
650	0.0002326372487
651	0.0002323167307
652	0.0002319971531
653	0.0002316785115
654	0.0002313608018
655	0.0002310440196
656	0.0002307281606
657	0.0002304132208
658	0.0002300443043
659	0.000229731347
660	0.0002294192956
661	0.000229108146
662	0.0002287978942
663	0.0002284885361
664	0.0002281800676
665	0.0002278724848
666	0.0002275657836
667	0.0002272599602
668	0.0002269550107
669	0.0002266393111
670	0.000226336138
671	0.0002260338269
672	0.000225732374
673	0.0002254317753
674	0.0002251320272
675	0.0002248331259
676	0.0002245350676
677	0.0002242378487
678	0.0002239414654
679	0.0002236459141
680	0.0002233511912
681	0.0002230572929
682	0.0002227642157
683	0.0002224719561
684	0.0002221805104
685	0.0002218898751
686	0.0002216000467
687	0.0002212691747
688	0.0002209810613
689	0.000220693744
690	0.0002203658499
691	0.000220080224
692	0.0002197534397
693	0.0002194694923
694	0.0002191863229
695	0.000218863387
696	0.0002185818703
697	0.0002183011214
698	0.000218021137
699	0.0002177419138
700	0.0002174634487
701	0.0002171857383
702	0.0002169087796
703	0.0002166325693
704	0.0002163571043
705	0.0002160823815
706	0.0002158083976
707	0.0002155351498
708	0.0002152235563
709	0.0002149518715
710	0.000214642168
711	0.0002143720321
712	0.0002140662981
713	0.0002137976944
714	0.0002135298043
715	0.0002132626248
716	0.000212996153
717	0.0002127303858
718	0.0002124265974
719	0.0002120473485
720	0.0002117840991
721	0.000211521541
722	0.0002112596716
723	0.0002109984879
724	0.0002107379872
725	0.0002104781667
726	0.0002102190236
727	0.0002099605552
728	0.0002096652265
729	0.0002094081928
730	0.0002091518252
731	0.0002088961212
732	0.0002086410779
733	0.0002083866927
734	0.0002081329631
735	0.0002078798862
736	0.0002076274597
737	0.0002073756807
738	0.0002070880405
739	0.0002068376387
740	0.0002065878765
741	0.0002063387514
742	0.0002060902607
743	0.0002058424021
744	0.0002055951729
745	0.0002053485708
746	0.0002051025932
747	0.0002048572377
748	0.0002046125018
749	0.000204349916
750	0.0002041064615
751	0.0002038636191
752	0.0002036213865
753	0.0002033615224
754	0.0002031205508
755	0.0002028452386
756	0.0002026055533
757	0.0002023317998
758	0.0002020933898
759	0.0002018417254
760	0.0002016045315
761	0.0002013679254
762	0.0002011319049
763	0.0002008964678
764	0.0002006491417
765	0.0002004148984
766	0.000200168852
767	0.000199935793
768	0.000199703306
769	0.0001994713888
770	0.0001992065672
771	0.0001989584933
772	0.0001987283957
773	0.000198486732
774	0.0001982577861
775	0.0001980293966
776	0.0001978015613
777	0.0001975414379
778	0.0001973147809
779	0.0001970886717
780	0.0001968461694
781	0.0001966211929
782	0.0001963967579
783	0.0001961728622
784	0.0001959495039
785	0.0001957266811
786	0.0001955043916
787	0.0001952826335
788	0.0001950294709
789	0.0001948088426
790	0.0001945887395
791	0.0001943691598
792	0.0001941501014
793	0.0001939315625
794	0.0001937135412
795	0.0001934960356
796	0.0001932790436
797	0.0001930625636
798	0.0001928352488
799	0.0001926198163
800	0.0001923552535
801	0.0001921409476
802	0.0001919271438
803	0.0001916831309
804	0.0001914703943
805	0.0001912590755
806	0.0001910473256
807	0.0001907568955
808	0.000190546319
809	0.000190336231
810	0.0001900928259
811	0.0001898837896
812	0.0001896752363
813	0.0001894671644
814	0.0001892595719
815	0.0001890369985
816	0.0001888195942
817	0.0001886134952
818	0.0001884078686
819	0.000188202713
820	0.0001879980265
821	0.0001877938075
822	0.0001875431659
823	0.0001873399835
824	0.0001871372633
825	0.0001869350036
826	0.0001866849234
827	0.0001864830675
828	0.0001862822807
829	0.0001860819476
830	0.0001858820667
831	0.0001856826365
832	0.0001854836553
833	0.0001852851216
834	0.0001850723102
835	0.0001848468698
836	0.0001846497638
837	0.0001844530987
838	0.0001842568731
839	0.0001840610854
840	0.0001838657342
841	0.0001836708178
842	0.0001834619099
843	0.000183267893
844	0.0001830743065
845	0.0001828805552
846	0.0001826601118
847	0.0001824678664
848	0.0001822760452
849	0.0001820571837
850	0.0001818643937
851	0.0001816597972
852	0.0001814697542
853	0.0001812801278
854	0.0001810909168
855	0.0001809021198
856	0.0001807137352
857	0.0001805257618
858	0.0001803055544
859	0.0001801178968
860	0.0001799312197
861	0.0001797431387
862	0.0001795311795
863	0.0001793198025
864	0.000179133054
865	0.000178946717
866	0.0001787487909
867	0.0001785650696
868	0.0001783817439
869	0.0001781988124
870	0.0001780028055
871	0.0001778206892
872	0.0001776389631
873	0.0001774576258
874	0.0001772766761
875	0.0001770961128
876	0.0001769159344
877	0.0001767361398
878	0.0001765323371
879	0.0001763533583
880	0.0001761747593
881	0.0001759965388
882	0.0001757864773
883	0.000175599918
884	0.0001754229108
885	0.000175246277
886	0.0001750700153
887	0.0001748941246
888	0.0001747186035
889	0.000174518355
890	0.0001743436199
891	0.0001741692509
892	0.0001739952466
893	0.0001737872792
894	0.0001736140695
895	0.0001734412209
896	0.0001732687321
897	0.0001730966022
898	0.0001729248297
899	0.0001727534138
900	0.0001725635968
901	0.0001723929266
902	0.0001722138512
903	0.0001720438248
904	0.0001718742284
905	0.0001717049814
906	0.0001715165235
907	0.0001713480167
908	0.0001711798559
909	0.0001709997423
910	0.0001708237222
911	0.0001706332048
912	0.0001704426728
913	0.0001702763629
914	0.000170110392
915	0.0001699211221
916	0.0001697558719
917	0.0001695788908
918	0.0001693756226
919	0.0001691976568
920	0.0001690338712
921	0.0001688704168
922	0.0001687072926
923	0.0001685326128
924	0.0001683701713
925	0.0001682080567
926	0.000168009923
927	0.0001678485319
928	0.0001676874646
929	0.0001674505195
930	0.0001672902552
931	0.000167130311
932	0.0001669625494
933	0.0001668032603
934	0.0001666442883
935	0.0001664856325
936	0.000166327292
937	0.0001661692658
938	0.0001660115529
939	0.0001658290141
940	0.000165671976
941	0.0001655152482
942	0.0001653536188
943	0.0001651975211
944	0.0001650417309
945	0.0001648862471
946	0.0001647051702
947	0.0001645503463
948	0.0001643958259
949	0.0001642416082
950	0.0001640867364
951	0.0001639331238
952	0.0001637798111
953	0.0001636267974
954	0.0001634740819
955	0.0001633139374
956	0.0001631618316
957	0.0001630100212
958	0.0001628571247
959	0.0001626716591
960	0.0001625085104
961	0.0001623579657
962	0.0001621741252
963	0.000162013384
964	0.0001618637954
965	0.0001617144947
966	0.000161565481
967	0.0001613847359
968	0.0001612153407
969	0.0001610672815
970	0.0001609146369
971	0.0001607463026
972	0.0001605991398
973	0.0001604288454
974	0.0001602822891
975	0.0001601360116
976	0.000159969392
977	0.0001598223872
978	0.0001596572284
979	0.0001595121364
980	0.000159367319
981	0.0001592227755
982	0.00015904758
983	0.0001589036392
984	0.0001587599698
985	0.0001586165708
986	0.0001584536979
987	0.0001583108726
988	0.0001581683153
989	0.0001580064318
990	0.000157832975
991	0.0001576913102
992	0.0001574979704
993	0.0001572584308
994	0.0001571178396
995	0.0001569775099
996	0.0001568182508
997	0.0001566562667
998	0.0001564972991
999	0.0001563581181
