Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin,Record Label Frequency Encoded,Genres_encoded,Artist Centrality,mood_score,energy_profile,Primary Artist,album_id
spotify:track:4z2ujO5HsgeKg8HztQhc16,Stay In Your Lane,Creature of Habit,Courtney Barnett,2026-03-27,194042,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.543,0.78,1.0,-5.772,1.0,0.0697,0.000633,0.00453,0.244,0.563,171.972,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,49.06965091030566,78.45256504069506,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:2URLRLXoic5dl77FxXqpDG,Wonder,Creature of Habit,Courtney Barnett,2026-03-27,223915,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.65,0.801,2.0,-6.341,1.0,0.0301,0.00412,0.000319,0.284,0.895,132.008,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,68.87130449306832,58.43353774861015,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:32K4TFUAdIZHbLR7SHA1Em,Site Unseen (feat. Waxahatchee),Creature of Habit,Courtney Barnett;Waxahatchee,2026-03-27,166248,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.516,0.858,5.0,-4.879,1.0,0.0412,0.0171,1.01e-05,0.129,0.416,135.912,,df_nmf_test,1.473684210526316,79.1764176109346,1.0,37.122515450141975,61.113316209436,Courtney Barnett;Waxahatchee,courtney_barnett;waxahatchee_creature_of_habit
spotify:track:4Cv4YQDapsodzG10cG4FaB,Mostly Patient,Creature of Habit,Courtney Barnett,2026-03-27,212292,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.39,0.259,0.0,-8.836,1.0,0.0296,0.858,1.58e-06,0.107,0.0956,159.16,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,17.759061299482212,70.34997838715249,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:0De0E4C9D2wU46wW8D38kx,One Thing At A Time,Creature of Habit,Courtney Barnett,2026-03-27,282062,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.41,0.797,2.0,-4.987,1.0,0.0336,0.00571,0.012,0.129,0.582,182.113,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,39.6028895941206,83.86005456620072,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:3PfdPayVIgSzcqmYQmFJqs,Mantis,Creature of Habit,Courtney Barnett,2026-03-27,280547,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.547,0.758,11.0,-6.846,1.0,0.0459,0.0717,6.91e-06,0.0983,0.561,140.043,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,43.129154835476875,62.133242955359755,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:0GUM163OXbJcmvf52mQh60,Sugar Plum,Creature of Habit,Courtney Barnett,2026-03-27,275585,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.636,0.77,11.0,-5.981,0.0,0.0332,0.0127,4.72e-05,0.102,0.662,121.93,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,51.13662936362119,53.616063986008065,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:6JvhkfpPHGnnJ8FLDSRwc3,Same,Creature of Habit,Courtney Barnett,2026-03-27,207398,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.567,0.753,11.0,-5.901,0.0,0.0299,0.00199,0.389,0.405,0.58,127.968,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,57.42024386170035,56.63087652325654,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:2aKR6v75LblmwpgIxTab1M,Great Advice,Creature of Habit,Courtney Barnett,2026-03-27,159185,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.793,0.818,5.0,-6.774,1.0,0.0329,0.00807,0.00149,0.0492,0.964,125.022,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,67.92876231835645,54.775835339052186,Courtney Barnett,courtney_barnett_creature_of_habit
spotify:track:6aDRPgLq2xG8WkaX5CzOV1,Another Beautiful Day,Creature of Habit,Courtney Barnett,2026-03-27,325628,1.0,False,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian",Mom+Pop Music,0.506,0.483,0.0,-8.077,1.0,0.0312,0.0417,0.00486,0.112,0.396,86.96,,df_nmf_test,1.473684210526316,79.1764176109346,38.94976890329971,35.1795557040254,35.15805829778611,Courtney Barnett,courtney_barnett_creature_of_habit
